loan_amnt,term_mths,int_rate,installment,grade,empl_yrs,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,loan_status
14000,60,15.61,337.56,0,7,35000,1,32.2,10,1,17355,76.5,24,3,0,1
8000,36,13.33,270.83,1,5,22329,1,36.72,7,0,13251,77.9,10,0,0,1
19875,60,25.57,590.02,0,10,92000,1,6.52,13,0,5088,20.7,17,1,0,1
6500,36,7.9,203.39,1,2,35500,1,33.26,9,0,24226,68.7,19,0,0,1
4000,36,9.49,128.12,1,6,72000,1,24.92,16,0,18383,48.6,25,0,0,1
8000,36,16.99,285.19,0,10,75000,1,34.66,8,1,7130,63.7,16,0,1,1
32750,60,19.52,858.96,0,10,71334,1,16.34,12,0,32736,91.4,19,2,0,1
24000,60,19.2,625.22,0,7,80000,1,27.77,14,0,11946,38.9,31,3,0,1
18000,60,23.7,514.7,0,10,45000,1,32.75,7,1,11867,62.8,35,0,1,1
26500,60,20.5,709.49,0,1,60000,1,20.26,15,0,6068,93.4,29,0,0,1
28000,60,16.29,685.23,1,8,81000,1,22.08,10,0,33622,87.1,16,1,0,1
12000,36,11.99,398.52,1,2,107000,1,17.01,9,0,76259,83,19,2,0,1
12000,36,14.65,413.94,1,2,98000,1,16.78,19,0,3602,30.5,47,4,0,1
18000,36,11.99,597.78,1,10,53500,1,13.23,7,0,6728,48.8,23,5,0,1
7325,36,17.86,264.31,0,7,36500,1,33.02,13,0,5610,92,21,0,0,1
35000,60,13.35,802.65,1,0.5,275000,1,9.57,6,0,41093,67.8,20,5,0,1
11325,36,21,426.68,0,3,33700,1,33.93,16,0,8032,80.3,21,0,0,1
24000,36,16.55,850.31,0,3,125000,1,6.16,4,0,6684,80.5,14,0,0,1
24000,36,14.33,824.12,1,2,110000,1,15.87,22,0,5183,50.8,38,1,0,1
24000,60,16.99,596.34,0,4,74500,1,30.19,15,0,27819,51.2,20,1,0,1
33575,36,11.99,1115.02,1,6,250000,1,6.49,16,0,44399,68.1,30,4,0,1
28175,60,26.77,856.47,0,4,85000,1,21.8,13,1,6541,58.9,32,1,0,1
28000,36,23.33,1088.7,0,2,87000,1,13.41,5,0,8089,95.2,8,1,0,1
35000,36,15.61,1223.77,1,10,108000,1,23.3,5,0,8835,18.5,40,16,0,1
16000,60,25.28,472.26,0,7,57000,1,17.71,7,0,6534,71,26,0,0,1
18000,60,17.27,449.97,1,10,55000,1,34.8,11,0,28529,88,16,0,0,1
26850,60,20.99,726.24,0,0.5,100000,1,14.81,15,0,17940,81.2,20,0,0,1
8000,36,19.48,295.2,0,6,42000,1,42.34,10,0,7891,40.5,18,0,0,1
32650,60,22.45,910.14,0,10,90000,1,16.73,17,0,28932,66.8,25,0,0,1
13750,60,21.98,379.61,0,10,36000,1,34.23,5,0,1148,63.8,28,5,0,1
8000,36,17.57,287.5,0,10,95000,1,7.05,10,1,5850,51.8,17,0,0,1
12000,60,23.7,343.13,0,10,48000,1,29.23,18,0,30177,84.5,51,0,0,1
27575,36,20.49,1031.69,0,5,70000,1,11.31,12,0,17051,70.5,17,0,0,1
28000,36,16.29,988.42,0,0.5,125000,1,12.3,13,1,7322,39.2,33,0,0,1
24375,60,8.9,504.81,1,10,55000,1,16.78,12,0,37650,54.7,26,1,0,1
16000,36,12.69,536.72,1,10,86000,1,11.48,18,0,8916,25.3,33,1,0,1
25000,60,20.31,666.67,0,9,70000,1,18.67,12,1,17039,68.7,17,0,1,1
35000,36,20.99,1318.45,0,7,120000,1,17.42,14,0,9030,33.7,44,1,0,1
20000,60,19.72,526.77,0,2,78000,1,12.66,12,0,16741,72.6,18,0,0,1
19750,60,24.99,579.58,0,10,55000,1,28.59,14,0,36058,87.3,32,0,0,1
15000,60,8.18,305.44,1,10,37500,1,28.16,10,0,30271,74,33,2,0,1
24000,60,16.99,596.34,0,7,64000,1,34.22,16,1,16112,64.7,28,1,1,1
35000,60,16.59,862.15,0,10,158000,1,13.92,8,0,2000,18.2,20,1,0,1
11200,36,16.99,399.26,0,2,41000,1,36.42,17,0,12628,40.5,22,0,0,1
24000,60,24.83,702.05,0,5,78000,1,20.17,23,0,13763,93.6,38,2,0,1
3950,36,17.57,141.96,0,10,56000,1,28.68,9,0,10761,97.8,15,1,0,1
19000,60,23.99,546.49,0,10,55000,1,31.49,41,1,19223,33.3,70,1,1,1
33600,60,15.61,810.15,0,4,83100,1,27.55,27,0,22115,30.6,54,2,0,1
35000,36,18.25,1269.73,0,10,93000,1,30.67,15,1,24632,66.9,42,5,1,1
20000,60,23.83,573.39,0,10,60000,1,32.98,9,0,22685,64.4,17,1,0,1
24750,60,20.99,669.44,0,10,55000,1,28.65,11,0,64238,88,22,1,0,1
35000,36,14.49,1204.57,1,0.5,100000,1,10.63,12,0,25971,48.5,30,1,0,1
12000,36,21.99,458.23,0,5,40000,1,31.96,10,0,2016,40.3,13,0,0,1
22725,60,19.19,591.88,0,2,70000,1,18.72,14,1,7315,47.5,19,2,1,1
6150,36,16.2,216.83,1,1,21600,1,26.28,15,0,14696,36.4,22,0,0,1
12000,60,21.7,329.39,0,10,480000,1,5.3,7,0,208939,98.6,12,2,0,1
30000,60,22.78,841.93,0,4,101350.68,1,20.98,19,0,18528,87.8,45,1,0,1
8000,36,19.05,293.46,0,2,49000,1,28.73,14,0,2897,27.9,15,0,0,1
24000,60,20.99,649.15,0,10,78000,1,22.69,14,0,12394,45.4,73,6,0,1
16000,60,23.76,458.07,0,5,70000,1,22.7,15,0,12634,73.9,24,2,0,1
20000,60,9.17,416.82,1,10,91000,1,20.74,13,0,25219,39.5,34,0,0,1
6475,36,15.61,226.4,0,2,28000,1,26.45,13,1,3964,40.4,21,1,1,1
7000,36,14.47,240.85,1,10,51000,1,9.79,8,1,7198,52.2,43,0,1,1
35000,60,23.13,989.29,0,5,78000,1,14.17,4,0,30535,67.9,13,0,0,1
5600,36,15.61,195.81,1,1,32000,1,34.32,10,0,24073,65.2,15,0,0,1
9000,60,23.5,256.31,0,7,37856,1,17.72,8,0,6730,50.1,18,0,0,1
19200,60,18.55,493.32,0,10,60000,1,17.24,13,0,11974,58.7,34,9,0,1
18000,60,25.28,531.29,0,10,44500,1,21.39,10,1,13982,70.6,21,0,1,1
12000,36,19.52,443.04,0,9,70000,1,11.09,9,0,4070,34.5,35,6,0,1
35000,60,14.65,826.24,1,10,81000,1,29.77,18,0,23329,61.2,34,3,0,1
35000,36,12.99,1179.12,1,10,120000,1,11.91,17,0,30682,85.7,31,0,0,1
16000,36,18.75,584.48,0,10,70000,1,26.18,23,0,9472,64.9,61,0,0,1
22400,36,21.67,851.65,0,1,70000,1,10.46,9,0,8224,69.1,17,0,0,1
35000,36,19.52,1292.19,0,3,170000,1,16.13,10,0,18817,56.3,16,3,0,1
17625,60,15.1,420.23,1,3,40000,1,29.46,8,0,8163,52,25,1,0,1
35000,36,14.64,1207.13,1,10,90000,1,12.52,12,0,32531,65.1,39,4,0,1
14900,60,17.57,374.89,0,0.5,102000,1,2.19,5,0,10197,79,12,0,0,1
5000,36,14.99,173.31,1,10,135000,1,18.66,12,0,1343,29.8,53,2,0,1
30000,60,19.22,781.86,0,5,85000,1,32.47,8,0,14841,47.6,28,0,0,1
17000,36,18.49,618.78,0,5,50000,1,11.9,12,1,17554,71.1,25,0,1,1
28000,36,16.99,998.14,0,10,110000,1,27.09,16,0,34653,84.3,42,4,0,1
17425,36,14.49,599.71,1,6,65000,1,33.53,12,0,18476,62,21,1,0,1
12000,36,7.62,373.94,1,10,47000,1,7.75,12,0,9856,21.4,25,3,0,1
20000,60,19.72,526.77,0,7,67000,1,28.28,12,0,15425,65.9,39,8,0,1
15900,60,23.99,457.32,0,10,47500,1,39.01,17,1,6095,40.9,22,0,1,1
25000,36,16.29,882.51,1,1,62000,1,24.86,12,0,8057,27.2,28,0,0,1
8400,36,13.99,287.06,1,7,45000,1,36.69,12,0,13112,67.2,15,0,0,1
15000,60,15.88,363.82,1,8,53335,1,25.31,19,0,26222,70.1,31,1,0,1
14000,60,16.2,341.95,1,10,80000,1,10.73,18,1,10876,28.4,26,0,1,1
15000,36,16.99,534.72,0,4,65000,1,5.41,13,0,11258,29.2,20,0,0,1
3600,36,13.11,121.49,1,2,85000,1,13.4,12,1,3718,12.4,61,4,1,1
14000,60,24.5,406.83,0,4,82000,1,23.64,11,1,6567,75.5,26,0,1,1
22000,60,16.99,546.64,0,10,92000,1,13.34,11,0,19509,83.7,36,3,0,1
18000,36,12.29,600.36,1,4,68000,1,31.19,13,0,19722,70.9,17,0,0,1
11000,60,18.75,283.84,0,1,66500,1,25.88,9,0,7839,74.7,27,0,0,1
35000,36,18.55,1275.02,0,0.5,140000,1,34.2,24,1,16081,87,51,1,1,1
18000,60,13.65,415.57,1,3,76000,1,17.7,6,1,11171,100.6,15,5,1,1
14400,60,21.15,390.79,0,7,41527.39,1,18.06,7,0,7882,59.7,21,3,0,1
2500,36,19.89,92.77,0,10,60000,1,36.32,20,0,23442,93.4,58,0,0,1
10000,60,13.33,229.23,1,4,67500,1,23.34,19,1,10742,49.1,67,4,1,1
14400,60,17.1,358.66,1,0.5,98000,1,26.5,8,0,56269,91.6,41,7,0,1
3500,36,12.99,117.92,1,9,65500,1,7.89,17,1,12911,37.1,38,3,0,1
2125,36,19.52,78.46,0,8,46675,1,12.91,9,0,4497,49.4,13,0,0,1
35000,60,21.49,956.55,0,10,104000,1,20,10,0,36775,89.7,35,1,0,1
6275,36,16.55,222.32,0,3,135000,1,3.95,6,1,755,21.6,9,0,1,1
10000,36,12.99,336.9,1,5,40000,1,12.53,9,0,4473,38.9,24,0,0,1
24000,60,12.69,542.28,1,10,136000,1,25.09,19,0,21623,40.4,58,10,0,1
10850,36,11.55,358.05,1,10,32752,1,14,11,0,20584,54.3,20,2,0,1
8325,36,15.31,289.86,1,10,25000,1,18.67,6,0,8163,75.6,16,0,0,1
22250,60,17.27,556.21,1,10,83856.12,1,14.7,11,0,15834,50.6,21,2,0,1
35000,60,22.15,969.65,0,7,95000,1,21.56,13,0,25296,61,25,0,0,1
17050,60,21.49,465.98,0,5,40000,1,20.91,17,0,7605,59,27,0,0,1
25000,60,15.99,607.82,0,4,120000,1,32.41,18,0,72850,83,22,0,0,1
35000,60,21.99,966.47,0,10,96000,1,36.45,14,0,25795,58.8,27,2,0,1
13250,60,26.06,397.19,0,1,69223.96,1,21.38,11,0,15040,79.2,27,2,0,1
7475,36,19.24,274.92,0,1,52000,1,13.96,12,1,3569,38.8,13,0,0,1
30000,36,9.99,967.88,1,2,75000,1,16.78,12,2,10895,52.6,21,2,0,1
6400,36,9.99,206.48,1,10,60000,1,33.66,11,1,4040,24,34,1,1,1
23850,60,22.95,671.66,0,6,77000,1,23.61,9,0,37146,87,30,5,0,1
30000,36,8.18,942.59,1,2,185000,1,13.89,11,0,37358,46.5,29,3,0,1
14425,60,20.99,390.17,0,9,42432,1,30.68,11,0,19350,80.6,31,0,0,1
21000,60,23.5,598.05,0,10,108000,1,18.14,14,0,16262,70.7,30,1,0,1
14125,60,18.25,360.61,0,10,63000,1,20.99,11,0,16744,69.5,23,0,0,1
24000,60,15.88,582.11,1,5,100000,1,15.06,11,0,22541,61.1,24,1,0,1
15000,36,12.12,499.08,1,5,40165,1,29.07,9,0,11713,53.5,14,0,0,1
10600,60,14.33,248.47,1,8,59377.93,1,10.23,19,0,19702,66.3,37,1,0,1
35000,60,14.65,826.24,1,7,101000,1,10.3,13,1,21,0.1,47,2,0,1
7000,36,9.76,225.09,1,0.5,70000,1,28.28,32,3,27147,34.5,54,1,0,1
35000,36,17.14,1250.29,0,10,81600,1,24.25,14,0,15324,63.3,32,4,0,1
19000,60,19.22,495.18,0,10,40733.94,1,32.64,16,0,25689,56,38,1,0,1
6625,36,17.1,236.53,1,2,42000,1,17.31,12,2,3782,65.2,30,1,2,1
14000,60,16.24,342.25,1,5,58000,1,7.78,11,1,5778,55.6,18,2,1,1
18000,60,23.28,510.33,0,10,45000,1,34.19,12,0,17198,89.6,24,0,0,1
24000,60,13.99,558.32,1,10,90000,1,14.88,10,0,5837,41.4,23,2,0,1
20000,36,9.75,643,1,10,91000,1,20.59,15,0,19795,72,27,2,0,1
14575,36,14.49,501.62,1,8,66000,1,17.89,13,0,15953,59.5,24,1,0,1
15000,36,15.41,523,0,3,75000,1,23.17,32,1,23141,51.7,55,6,0,1
24000,60,12.69,542.28,1,10,62000,1,32.23,18,0,76046,74,33,4,0,1
25000,60,20.99,676.2,0,7,66000,1,35.76,11,0,9441,48.4,19,0,0,1
20400,60,17.57,513.27,0,5,46800,1,23.21,18,1,16846,64.8,34,5,1,1
15000,36,17.27,536.81,0,10,36000,1,33.3,20,0,15092,74.3,41,0,0,1
10000,36,8.9,317.54,1,8,40000,1,17.28,8,1,8907,61,24,3,1,1
23675,60,16.29,579.39,1,10,53000,1,12.88,9,0,22401,73.7,16,0,0,1
25000,60,15.31,598.83,1,2,92500,1,15.85,15,0,17060,40.2,28,0,0,1
15000,36,14.33,515.08,1,3,66000,1,16.38,10,0,12413,50.4,21,1,0,1
33000,60,14.64,778.85,1,2,150000,1,11.66,6,0,9549,73.5,26,2,0,1
10000,60,17.57,251.61,0,5,31722,1,16.76,12,0,11053,84.4,23,0,0,1
35000,36,12.69,1174.07,1,5,100000,1,23.01,10,0,22832,60.1,25,0,0,1
10000,36,14.98,346.56,1,7,63000,1,17.43,7,0,10409,87.5,11,0,0,1
19000,60,14.33,445.36,1,7,87379,1,22.3,21,0,20681,72.8,36,5,0,1
16000,60,13.33,366.76,1,10,90000,1,37.62,13,0,48898,52.1,24,2,0,1
21000,60,21.99,579.88,0,8,65000,1,23.76,14,0,4888,39.4,26,0,0,1
19300,60,17.57,485.59,0,2,42000,1,21.29,6,0,22523,97.1,11,1,0,1
35000,60,21.49,956.55,0,2,175000,1,13.63,8,0,23013,90.6,21,7,0,1
35000,60,20.49,936.86,0,10,89000,1,27.4,21,0,25603,74.4,30,1,0,1
28000,36,13.98,956.71,1,10,180000,1,18.24,18,0,48630,60.1,41,4,0,1
7950,36,13.99,271.68,1,2,45904,1,37.18,18,0,20473,50.7,33,2,0,1
7500,36,18.25,272.09,0,1,38000,1,23.56,15,0,7692,40.5,16,0,0,1
20125,60,15.61,485.25,1,7,45000,1,24.85,10,0,18928,78.9,19,1,0,1
20000,60,18.25,510.6,0,2,85000,1,31.99,16,0,38670,71.1,29,1,0,1
17475,36,11.14,573.27,1,7,120000,1,16.63,9,0,1555,19.2,23,2,0,1
19000,60,21.98,524.55,0,6,43700,1,27.46,14,0,23990,57,23,0,0,1
8200,36,13.11,276.73,1,5,32000,1,33.08,7,0,13120,33,14,2,0,1
23700,60,15.61,571.44,0,3,95000,1,32.91,17,0,33037,56.3,43,0,0,1
5825,36,24.5,230.07,0,1,19656,1,33.64,10,0,8717,95.8,15,1,0,1
12000,60,23.4,341.05,0,5,92000,1,16.78,7,0,753,10.9,13,1,0,1
10850,60,24.08,312.64,0,1,32000,1,22.81,9,0,8713,51,18,1,0,1
34350,60,25.8,1024.4,0,4,186000,1,8.58,6,0,13116,84.1,12,0,0,1
35000,36,18.99,1282.79,0,10,90504,1,17.24,14,1,24812,83.8,34,0,0,1
35000,60,25.83,1044.4,0,10,99000,1,22.68,11,0,15984,91.3,20,2,0,1
25525,60,25.78,760.91,0,10,84000,1,23.8,23,0,4782,17.7,45,0,0,1
21000,60,14.65,495.74,1,6,70000,1,22.36,17,0,15233,27.5,34,0,0,1
13200,60,16.29,323.04,0,3,110000,1,34.49,13,0,10096,78.9,27,0,0,1
10000,36,15.59,349.55,0,3,38000,1,4.93,13,0,8561,33.7,24,0,0,1
9100,36,19.19,334.45,0,2,24000,1,20.55,9,0,8422,54,17,0,0,1
9000,36,11.49,296.75,1,10,97000,1,23.68,11,1,15789,61.7,18,2,0,1
4000,36,16.55,141.72,0,3,38025,1,15.56,12,1,2225,54.3,28,0,0,1
8000,36,20.49,299.31,0,9,56000,1,18.24,13,0,14640,96.3,31,0,0,1
5000,36,10.99,163.67,1,9,45000,1,31.31,10,0,10216,64.3,21,2,0,1
20000,60,21.49,546.6,0,9,52000,1,34.11,11,0,18702,90.3,29,2,0,1
19000,60,19.05,493.4,0,2,43000,1,14.87,11,0,26481,84.1,18,0,0,1
6500,36,20.99,244.86,0,2,65000,1,20.2,11,0,2367,15.7,24,1,0,1
9800,36,18.25,355.53,0,8,28000,1,31.33,8,0,26313,92,16,1,0,1
35000,60,18.84,904.85,0,10,90000,1,16.57,12,1,29719,54,34,0,0,1
24600,60,20.49,658.48,0,2,67000,1,30.27,12,0,52856,92.4,25,1,0,1
22000,60,18.99,570.58,0,3,55000,1,32.08,19,0,25120,74.5,44,0,0,1
20000,36,9.99,645.25,1,10,175000,1,27.85,25,0,41424,64.7,56,7,0,1
22400,60,18.25,571.87,0,1,55000,1,28.06,19,0,8841,67,23,0,0,1
8475,36,13.66,288.26,1,0.5,17049.6,1,27.82,5,3,11615,74,13,0,2,1
6325,36,14.09,216.46,1,1,75000,1,31.55,20,0,19041,90.2,36,1,0,1
32000,60,17.27,799.94,1,8,90000,1,15.52,10,0,11394,31,15,0,0,1
24000,36,12.12,798.52,1,1,80000,1,30.15,14,0,24930,79.1,29,2,0,1
11225,36,13.67,381.85,1,4,32090,1,22.48,10,1,14140,47.8,19,0,1,1
15250,60,21.98,421.02,0,6,85000,1,9.97,12,2,8907,50.6,21,1,1,1
30000,60,16.29,734.18,0,0.5,74000,1,19.75,16,0,27148,57.3,33,5,0,1
35000,60,17.57,880.61,0,3,125000,1,36.49,18,0,49780,79.8,33,0,0,1
25000,60,22.99,704.62,0,10,73000,1,27.91,8,0,16773,59.5,29,5,0,1
17625,60,22.7,493.83,0,5,80000,1,2.25,4,0,3953,80.7,7,0,0,1
25000,60,20.2,665.14,0,9,70700,1,31.72,17,0,9064,75.5,27,1,0,1
12600,36,19.52,465.19,0,0.5,35000,1,31.34,5,0,25243,97.8,14,1,0,1
9500,36,9.99,306.5,1,1,36000,1,16.93,9,0,4604,26,26,2,0,1
35000,60,23.28,992.31,0,10,130000,1,12.67,10,0,39159,96,18,1,0,1
10400,36,20.99,391.77,0,10,60000,1,35,7,0,3484,99.5,44,5,0,1
24000,60,13.33,550.14,1,8,91000,1,27.6,14,1,19056,32.7,28,2,1,1
31300,60,24.7,913.2,0,1,150000,1,12.79,25,0,32243,66.5,38,0,0,1
19200,60,16.78,474.91,1,5,60000,1,23.26,9,1,4397,39.6,24,2,1,1
6000,36,13.66,204.08,1,10,44040,1,26.7,14,0,13832,80,21,1,0,1
28375,60,25.83,846.71,0,10,65000,1,30.71,13,0,4908,29.7,22,1,0,1
27300,60,18.25,696.96,0,6,65000,1,16.95,28,0,48419,58.4,52,3,0,1
15625,60,23.99,449.41,0,10,65000,1,2.88,4,0,4537,100.8,6,0,0,1
24000,36,14.09,821.32,1,10,68000,1,30.9,16,0,18106,90.1,36,4,0,1
12000,60,22.2,332.8,0,1,35000,1,30.71,8,0,10273,90.1,12,0,0,1
20000,36,13.99,683.46,1,10,70000,1,21.56,18,2,45427,66.2,25,0,0,1
10000,36,22.99,387.05,0,10,65000,1,12.15,8,0,4980,20.5,34,4,0,1
8075,36,23.43,314.4,0,2,39000,1,29.51,17,0,15480,45.1,30,2,0,1
24000,60,14.31,562.31,1,9,170000,1,25.69,17,0,36831,84.1,31,3,0,1
8800,36,11.53,290.32,1,3,30000,1,15.48,17,0,4179,32.4,20,2,0,1
3000,36,17.57,107.82,0,3,40000,1,22.92,5,0,5552,97.4,6,0,0,1
8000,36,10.99,261.88,1,2,24000,1,13.6,10,1,7471,58.4,38,5,1,1
30000,36,17.57,1078.12,0,10,86877,1,23.36,11,0,37369,77.9,34,3,0,1
5000,36,17.86,180.42,0,0.5,28000,1,32.88,13,1,5512,33.6,28,0,1,1
9575,36,25.57,383.6,0,4,30000,1,8.2,12,1,3838,25.2,37,0,1,1
25000,60,17.77,631.72,0,9,65000,1,3.3,8,0,6219,53.2,19,6,0,1
14000,36,12.49,468.29,1,10,138000,1,21.98,13,0,1331,12.4,42,3,0,1
22000,60,19.22,573.36,0,10,116000,1,15.72,15,0,17140,69.4,43,1,0,1
20000,36,13.98,683.36,1,10,80000,1,8.87,9,0,18459,85.9,32,0,0,1
16450,60,11.55,362.2,1,10,45000,1,14.8,9,0,3145,16.5,38,11,0,1
19000,36,12.05,631.53,1,10,51000,1,28.66,5,0,7574,84.2,10,0,0,1
4950,36,17.57,177.89,0,5,32000,1,15.3,24,0,3287,43.2,28,0,0,1
30225,36,12.12,1005.64,1,5,102000,1,10.27,9,0,29737,91.8,12,2,0,1
4400,36,19.99,163.5,0,10,72000,1,13.37,8,0,10017,41.6,12,3,0,1
21600,60,22.47,602.36,0,5,50000,1,15.82,7,0,11569,92.6,22,1,0,1
14550,36,21.67,553.2,0,6,51209,1,28.92,17,1,12009,56.9,30,0,1,1
30000,60,19.99,794.65,0,10,81017,1,21.39,10,0,6628,44.8,30,6,0,1
27550,36,15.61,963.29,0,2,120000,1,31.97,21,0,23170,47.9,39,6,0,1
20000,60,19.52,524.56,0,10,50000,1,19.64,24,0,23544,57,35,3,0,1
12000,60,14.33,281.28,1,0.5,59009.6,1,5.59,6,1,6498,33.3,12,0,1,1
32475,36,17.57,1167.06,0,5,100800,1,5.96,20,0,15697,14.2,28,0,0,1
2000,36,13.11,67.5,1,10,27600,1,24.87,8,0,2613,70.6,16,0,0,1
12000,60,20.49,321.21,0,9,66000,1,10.76,14,0,11251,45.9,33,3,0,1
20000,36,8.9,635.07,1,10,120000,1,24.23,18,0,33668,54.8,45,4,0,1
12000,60,18.24,306.3,0,3,33120,1,26.74,9,0,5747,42.9,14,0,0,1
35000,36,14.3,1201.33,1,1,150000,1,20.46,11,0,50447,77.4,46,7,0,1
21000,60,13.99,488.53,1,5,120000,1,9.13,13,0,18140,30.2,25,1,0,1
35000,60,21.7,960.71,0,10,100000,1,29.01,17,0,24383,79.9,46,4,0,1
15000,36,10.49,487.47,1,10,40000,1,31.59,13,0,12711,62,29,0,0,1
16000,60,15.8,387.4,1,2,62000,1,22.03,12,1,14250,82.8,15,0,1,1
20000,60,20.99,540.96,0,10,120000,1,19.81,16,0,17815,53.7,25,3,0,1
25000,36,21.48,948.05,0,2,75000,1,25.68,9,0,26922,91,26,6,0,1
10000,36,13.98,341.68,1,3,34560,1,9.17,5,0,8238,84.9,6,0,0,1
10900,36,11.55,359.7,1,5,33000,1,25.7,16,0,13243,56.6,19,0,0,1
30950,60,23.99,890.19,0,10,90000,1,35.84,11,0,38665,100.4,34,4,0,1
13000,36,13.33,440.1,1,10,35000,1,12.65,13,4,5579,30.7,33,0,1,1
5825,36,23.99,228.51,0,10,27000,1,27.82,16,1,7744,34.1,40,4,1,1
15000,60,18.55,385.41,0,2,49678,1,19.67,12,0,15789,48.3,32,0,0,1
35000,60,25.89,1045.64,0,0.5,175000,1,14.26,15,0,18917,69,45,4,0,1
18000,60,22.99,507.33,0,1,80000,1,27.25,18,1,11560,45,35,1,1,1
35000,60,11.53,770.27,1,10,90000,1,15.91,9,0,27070,49.7,17,0,0,1
15000,36,17.57,539.06,0,10,75000,1,10.88,12,0,22110,56.5,30,0,0,1
25200,36,13.11,850.43,1,10,325000,1,3.67,11,0,14187,87.6,19,2,0,1
18625,60,15.31,446.13,1,1,48800,1,15.91,6,0,17514,70.9,24,6,0,1
19200,60,15.8,464.87,1,9,55000,1,3.82,13,0,5839,26.5,27,1,0,1
2800,36,14.65,96.59,1,10,46000,1,21.16,5,0,14167,97,8,1,0,1
30000,60,19.72,790.15,0,7,70000,1,14.86,10,0,12593,49.2,12,2,0,1
8000,36,18.99,293.21,0,5,53000,1,17.16,17,0,32204,61,44,7,0,1
16925,36,13.33,572.97,1,6,149434,1,8.2,6,4,2145,17.6,20,0,0,1
13375,36,19.52,493.8,0,3,64357,1,27.24,16,0,7097,68.9,24,0,0,1
7500,36,19.99,278.69,0,2,37000,1,22.48,10,0,3489,43.1,18,1,0,1
6000,36,15.88,210.59,1,0.5,50000,1,7.75,11,1,8045,52.9,26,3,1,1
8125,36,21,306.11,0,1,60000,1,4.36,8,0,3546,70.9,17,0,0,1
18000,60,17.77,454.84,0,7,55000,1,20.92,8,0,15083,61.1,29,2,0,1
6400,36,13.33,216.66,1,0.5,28000,1,26.4,10,0,8782,54.9,15,0,0,1
25075,36,20.49,938.15,0,0.5,69500,1,37.89,14,0,27841,90.4,21,0,0,1
15000,60,14.33,351.6,1,5,70000,1,30.55,25,0,19950,54.8,41,0,0,1
10000,36,15.31,348.18,1,10,37000,1,32.53,21,0,27015,74.2,34,0,0,1
23800,60,15.8,576.25,1,10,90000,1,12.83,9,0,8998,67.1,24,6,0,1
32000,36,12.99,1078.06,1,4,115000,1,37.19,23,0,33109,82.2,49,4,0,1
10400,36,19.19,382.23,0,0.5,31400,1,13.26,10,1,5097,60.7,21,0,1,1
12000,36,14.31,411.95,1,3,42000,1,28.54,6,0,1599,40,24,1,0,1
11500,36,18.49,418.59,0,5,33221,1,4.8,3,0,9065,77.5,5,1,0,1
18550,60,16.78,458.83,1,10,42000,1,11.89,10,1,15983,57.9,35,3,1,1
19875,60,18.24,507.3,0,10,125658,1,35.34,10,0,36981,68.1,21,0,0,1
29100,60,19.72,766.45,0,4,65000,1,9.99,12,0,3460,17.8,38,1,0,1
10000,60,19.22,260.62,0,8,42000,1,22.48,5,0,23758,91.7,9,0,0,1
24000,60,23.99,690.3,0,10,110000,1,36.97,19,0,43564,79.4,34,3,0,1
12000,60,24.99,352.15,0,2,41000,1,11.07,5,0,12702,100,8,0,0,1
35000,60,22.9,984.66,0,2,260000,1,15.07,11,0,54531,87.2,25,3,0,1
8500,36,17.56,305.43,0,10,43000,1,26.76,20,1,7972,47.5,35,5,1,1
23325,60,23.28,661.31,0,3,68300,1,29.64,13,0,12352,95.8,16,0,0,1
35000,60,20.99,946.68,0,10,145000,1,15.92,15,0,44426,91.2,44,3,0,1
3500,36,21.49,132.75,0,1,37500,1,29.79,18,0,13653,87,36,0,0,1
9750,36,11.14,319.85,1,0.5,35000,1,19.76,12,0,30743,41,29,2,0,1
28000,60,22.78,785.8,0,5,84000,1,22.74,11,0,14257,83.2,35,0,0,1
19000,60,21,514.02,0,8,43000,1,26.29,12,0,13607,90.1,24,1,0,1
24375,60,12.12,543.69,1,6,106700,1,6.46,7,0,2747,12.3,12,1,0,1
16000,36,12.35,534.11,1,2,70000,1,7.35,5,1,5361,51.1,7,0,1,1
8000,36,12.12,266.18,1,10,60000,1,20.24,19,0,32587,74.1,36,4,0,1
35000,36,19.52,1292.19,0,8,125000,1,25.03,13,0,67797,82,24,4,0,1
20000,36,15.61,699.3,0,10,112000,1,13.98,9,0,23608,94.4,40,6,0,1
10000,36,21.49,379.28,0,10,30000,1,24.12,10,0,14183,88.6,11,0,0,1
7200,36,7.26,223.18,1,6,68000,1,30.8,17,0,4409,14.9,22,1,0,1
15000,36,11.47,494.43,1,1,85000,1,17.94,10,0,20550,101.2,22,0,0,1
15875,60,24.5,461.32,0,1,53000,1,20.29,9,0,9666,94.8,14,1,0,1
30000,60,23.13,847.96,0,1,65240,1,14.72,5,0,18602,93,16,1,0,1
10000,60,21.99,276.14,0,10,63000,1,31.73,13,0,6730,76.5,38,0,0,1
10000,36,18.49,363.99,0,10,74178,1,27.23,15,0,15586,88.1,41,0,0,1
28250,60,25.57,838.65,0,10,75000,1,33.44,10,0,29283,76,27,4,0,1
11000,60,16.99,273.32,0,7,35000,1,27.67,8,1,13321,80.2,19,3,1,1
12500,36,18.49,454.99,0,0.5,55000,1,27.84,17,0,9544,81.6,37,0,0,1
